"ward","cid","county","wid","vid","village","county_2","subCounty_2","lhz","studyGroup","team_2"
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","213","village 37","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Lopur","12","Turkana","72","255","village 79","Turkana","Turkana West Sub County",1,2,6
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Loyamorok","1","Baringo","73","139","Nginyang' East","Baringo","Tiaty",3,1,8
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimin","2","Garissa","74","100","Maalimin","Garissa","Lagdera Sub County",2,2,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"Maalimini","2","Garissa","74","100","Maalimin","Garissa","Lagdera",2,1,7
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"MAIKONA","8","Marsabit","75","102","Maikona","Marsabit","NORTH HORR",1,2,4
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","215","village 39","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","215","village 39","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi","4","Kilifi","76","64","Kijiwetanga","Kilifi","",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","105","Malindi","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Malindi Town","4","Kilifi","77","160","Sinoia","Kilifi","Malindi Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","112","Mdzimure","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","108","Matsavini","Kilifi","Kaloleni Sub County",5,2,9
"Mariakani","4","Kilifi","79","171","Tsangatsini","Kilifi","Kaloleni Sub County",5,2,9
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Marigat","1","Baringo","80","16","Bekibon","Baringo","Baringo South",3,1,8
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","38","bulagol","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masalani","2","Garissa","81","39","Gababa","Garissa","Ijara",2,1,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Masongaleni","7","Makueni","82","217","village 41","Makueni","Kibwezi East  Sub County",4,2,7
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Matsangoni","4","Kilifi","83","218","village 42","Kilifi","Kilifi North Sub County",5,2,9
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","83","Kyumbe","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mbitini","5","Kitui","84","82","Kyemundu","Kitui","Kitui Rural Sub County",4,2,7
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Mchongoi","1","Baringo","86","110","Mbechot","Baringo","Baringo South",3,1,8
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","54","Kalimbui","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","54","Kalimbui","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","54","Kalimbui","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","54","Kalimbui","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","54","Kalimbui","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","54","Kalimbui","Kitui","Mwingi West Sub County",4,2,7
"Migwani","5","Kitui","87","257","village 81","Kitui","Mwingi West Sub County",4,2,7
"Mogotio","1","Baringo","89","219","village 43","Baringo","Mogotio Sub County",3,2,8
"Mogotio","1","Baringo","89","258","village 82","Baringo","Mogotio Sub County",3,2,8
"Mogotio","1","Baringo","89","219","village 43","Baringo","Mogotio Sub County",3,2,8
"Mogotio","1","Baringo","89","258","village 82","Baringo","Mogotio Sub County",3,2,8
"Mogotio","1","Baringo","89","258","village 82","Baringo","Mogotio Sub County",3,2,8
"Mogotio","1","Baringo","89","258","village 82","Baringo","Mogotio Sub County",3,2,8
"Mogotio","1","Baringo","89","219","village 43","Baringo","Mogotio Sub County",3,2,8
"Mogotio","1","Baringo","89","258","village 82","Baringo","Mogotio Sub County",3,2,8
